user_id,article_1,article_2,article_3,article_4,article_5
207873,96210,336254,234267,124177,123909
246386,96210,336254,234267,123909,336220
221668,96210,123290,124353,124177,123909
232357,96210,336254,234267,124177,123909
240071,96210,336254,123909,336220,183176
235796,96210,336254,234267,124177,123909
200558,96210,336254,234267,123909,336220
245998,336254,123909,183176,234698,161801
231731,96210,336254,123909,336220,183176
233927,96210,336254,123909,336220,183176
239248,96210,336254,234267,123909,336220
236399,96210,336254,234267,123909,336220
211213,336254,123909,336220,183176,234698
218738,96210,336254,234267,123909,336220
228063,96210,234267,123909,336220,183176
226211,96210,234267,124177,123909,336220
214940,96210,336254,234267,124177,123909
224738,96210,336254,234267,124177,123909
242755,96210,336254,123909,336220,160132
224674,96210,336254,234267,123909,336220
224096,96210,234267,124177,123909,336220
208506,124749,158461,156619,199197,206763
226244,96210,336254,234267,123909,336220
206437,96210,336254,123909,336220,183176
247711,96210,336254,234267,123909,336220
245599,96210,123909,336220,183176,234698
202708,234267,123909,336220,124350,124194
200600,276228,303658,285635,255334,158766
203095,96210,234267,183176,234698,233688
226740,96210,234267,123909,336220,183176
221581,96210,123909,336220,183176,234698
222739,96210,336254,234267,124177,123909
207090,96210,123909,183176,234698,233688
224753,123368,96210,123290,123909,336220
231387,96210,123909,336220,183176,234698
228981,96210,336254,234267,123909,336220
223472,96210,336254,234267,124177,123909
207075,96210,123909,336220,183176,277491
246589,96210,336254,234267,123909,336220
207613,96210,336254,234267,124177,123909
238468,96210,336254,124177,123909,124350
223764,96210,336254,234267,124177,123909
243759,123368,96210,123290,124177,123909
207039,96210,234267,124177,123909,336220
214548,96210,234267,124177,123909,336220
229936,96210,336254,234267,123909,336220
239953,96210,336254,123909,336220,236673
220367,96210,123290,124177,123909,124350
218253,96210,234267,123909,336220,183176
230290,234267,336220,277491,289090,96215
230482,96210,336254,123909,336220,160132
224968,96210,336254,124177,123909,336220
237915,96210,336254,123909,336220,183176
211852,123909,124350,123289,234698,124228
219260,96210,124353,124177,123909,336220
231262,96210,336254,234267,123909,336220
206039,96210,336254,234267,123909,336220
224381,96210,336254,234267,124177,123909
208892,96210,336254,234267,124177,123909
249975,96210,336254,123909,336220,183176
225560,161100,284160,282875,336476,338350
237348,96210,123290,234267,124177,123909
217338,96210,124177,123909,336220,160132
219035,96210,336254,234267,124177,123909
246119,96210,336254,123909,336220,183176
244639,96210,336254,234267,123909,336220
232658,96210,234267,124177,123909,336220
240843,96210,123909,336220,183176,123289
230684,96210,123909,336220,183176,234698
202233,96210,336254,234267,124177,123909
215268,96210,234267,123909,336220,183176
203553,96210,123909,336220,183176,234698
233345,123368,96210,123290,124177,123909
215189,96210,123909,336220,160132,183176
224491,96210,124177,123909,336220,160132
208690,96210,336254,123909,336220,183176
222867,96210,123909,183176,205845,234698
205006,96210,336254,234267,124177,123909
205460,336254,123909,207981,205845,289003
211182,96210,123909,336220,183176,234698
214158,234267,124177,123909,183176,124228
224523,96210,123909,336220,183176,234698
234431,96210,336254,234267,123909,336220
234881,96210,336254,234267,123909,336220
227963,96210,336254,124177,123909,336220
222972,96210,234267,336220,203153,183176
243645,96210,336254,234267,123909,336220
212087,123368,96210,123290,123909,336220
239171,96210,183176,289003,336250,276970
248667,96210,336254,123909,336220,183176
207734,96210,336254,234267,124177,123909
221499,96210,336254,234267,124177,123909
240007,96210,336254,123909,336220,124350
232945,96210,123909,336220,160132,183176
213105,96210,336254,234267,124177,123909
217517,96210,336254,124177,123909,336220
213282,96210,336254,234267,124177,123909
231496,123368,96210,123290,124177,123909
233671,96210,124177,123909,336220,183176
202839,96210,234267,124177,123909,336220
234904,96210,336254,123909,336220,160132
249542,96210,336254,123909,336220,183176
213692,96210,234267,124177,123909,336220
217347,96210,336254,234267,124177,123909
236396,96210,336254,123909,336220,183176
239948,96210,336254,234267,124177,123909
216170,96210,336254,234267,123909,336220
227805,96210,123909,336220,183176,123289
230745,96210,336254,124177,123909,336220
243673,96210,336254,123909,336220,183176
228687,234267,336220,160132,283009,336245
222024,96210,124177,123909,336220,160132
203422,96210,336254,234267,124177,123909
206045,96210,336254,123909,336220,183176
240496,96210,336254,234267,123909,336220
235745,96210,336254,123909,336220,183176
206406,96210,123290,124353,124177,123909
238965,124177,123909,124350,123289,234698
217345,96210,123290,234267,124177,123909
219476,96210,336254,234267,123909,336220
246058,96210,234267,123909,336220,183176
248148,123909,124350,123289,234698,124228
202373,96210,336220,183176,234698,233688
203603,96210,234267,123909,336220,183176
233753,96210,124177,123909,336220,124350
208269,96210,123909,336220,183176,234698
221557,96210,124177,183176,234698,233688
209120,96210,336254,234267,124177,123909
201839,336254,289003,277107,283009,206415
243790,96210,336254,234267,123909,336220
235123,96210,336254,234267,123909,336220
236200,96210,336254,123909,336220,124350
242130,96210,123909,336220,160132,183176
226854,96210,123909,336220,183176,234698
216207,96210,336254,123909,336220,183176
213876,96210,234267,124177,123909,336220
219522,96210,336254,123909,336220,183176
210591,123368,96210,123290,124353,234267
228565,96210,336254,124177,123909,336220
231131,96210,336254,123909,336220,183176
244432,96210,336254,234267,124177,123909
202988,96210,336254,234267,124177,123909
220771,336254,234267,123909,234698,277107
229907,96210,336254,234267,123909,336220
224401,96210,124177,123909,336220,160132
213320,96210,336254,234267,124177,123909
236359,96210,336254,234267,123909,336220
240392,96210,336254,124177,123909,336220
202589,96210,336254,123909,336220,124350
230810,96210,336254,234267,123909,336220
210522,96210,336254,234267,124177,123909
237651,96210,336254,234267,123909,336220
208822,96210,123909,124350,123826,183176
223425,96210,336254,234267,124177,123909
204782,96210,336254,234267,123909,336220
229044,96210,123909,336220,183176,234698
215532,96210,336254,234267,123909,336220
225154,96210,336254,124177,123909,336220
206176,96210,123290,124177,123909,336220
240345,96210,124177,123909,336220,183176
208101,160132,156619,160560,156622,202672
200042,96210,336254,124177,123909,336220
212339,96210,336254,234267,124177,123909
219750,96210,234267,124177,123909,336220
231144,96210,336254,234267,124177,123909
201162,336254,123909,336220,183176,234698
213738,96210,234267,124177,123909,336220
246232,96210,336254,123909,336220,160132
235423,336254,234267,124177,123909,336220
235823,336220,123826,205845,234698,124228
227695,336254,234267,124177,123909,336220
218440,234267,123909,183176,234698,336223
249254,96210,123909,336220,160132,183176
245127,96210,123909,336220,160132,183176
227166,96210,336254,234267,124177,123909
207206,96210,336254,234267,124177,123909
211886,96210,336254,234267,124177,123909
249113,336254,123909,183176,234698,124228
220042,96210,123909,183176,234698,124228
237056,96210,234267,123909,336220,183176
206662,96210,336254,123909,183176,234698
211327,123909,183176,289003,277107,161801
236630,96210,234267,123909,336220,160132
248977,96210,234267,123909,183176,234698
247734,96210,123909,336220,160132,183176
236365,96210,123909,183176,234698,336223
209519,336254,234267,124177,123909,336220
237531,96210,123909,336220,160132,183176
234515,123909,124350,160132,123289,234698
220812,96210,336254,234267,123909,336220
248882,96210,123909,336220,160132,183176
229040,96210,234267,123909,336220,183176
238462,96210,124177,123909,336220,124350
220878,96210,336254,234267,123909,336220
210806,96210,336254,234267,123909,336220
221623,123909,336220,336223,156355,283009
239431,96210,336254,123909,336220,232358
220640,96210,234267,124177,123909,336220
218040,96210,336254,234267,124177,123909
209321,96210,336254,123909,336220,183176
229933,96210,124353,234267,124177,123909
222209,336254,234698,277107,64329,218028
204074,124177,123909,124350,183176,234698
243633,96210,123290,234267,124177,123909
242666,96210,123909,336220,183176,234698
218937,96210,336254,234267,124177,123909
200373,96210,124177,123909,336220,124350
204038,96210,124177,123909,336220,160132
210071,96210,123290,234267,124177,123909
240757,96210,234267,124177,123909,336220
214167,285804,178429,236453,160341,316176
249054,96210,336254,234267,124177,123909
248061,96210,123290,124177,123909,336220
213479,96210,336254,234267,124177,123909
212931,96210,124177,123909,336220,124350
218091,96210,123909,336220,183176,234698
227098,96210,234267,124177,123909,289003
204311,96210,234267,123909,336220,183176
224382,96210,234267,123909,336220,183176
245341,96210,124177,123909,336220,124350
200906,96210,234267,123909,336220,183176
221313,96210,123909,336220,183176,123289
228868,96210,123909,124350,183176,123289
205255,96210,124177,123909,336220,124350
236843,123368,96210,336254,124177,123909
241782,96210,336254,123909,336220,183176
235221,123909,289003,284361,283009,218028
223680,96210,336254,124177,123909,336220
227647,96210,183176,233688,289090,336245
223828,96210,336254,234267,123909,336220
238242,123909,183176,234698,161801,336223
227045,96210,123909,183176,234698,277107
229811,289003,277107,218028,331116,162378
241067,96210,123909,336220,124350,160132
247338,96210,336254,123909,336220,183176
203964,96210,336254,123909,207981,183176
233014,96210,123909,183176,234698,289003
218424,96210,336254,234267,124177,123909
222244,96210,336254,234267,123909,336220
225613,96210,336254,123909,336220,183176
219086,96210,336254,234267,124177,123909
211316,96210,336254,123909,336220,183176
231597,96210,234267,124177,123909,336220
207216,96210,336254,234267,124177,123909
222636,96210,124177,123909,336220,160132
208265,96210,336254,234267,124177,123909
243125,96210,336254,123909,207981,183176
225925,96210,123290,234267,124177,123909
243357,96210,123909,336220,160132,183176
207836,96210,336254,234267,124177,123909
202481,96210,336254,234267,123909,336220
221862,336254,234267,123909,336220,183176
218581,96210,124177,123909,336220,183176
249731,96210,336254,234267,123909,336220
217082,96210,336254,124177,123909,336220
243764,96210,123909,336220,183176,123289
217531,123368,96210,336254,123290,234267
229445,96210,336254,234267,123909,336220
201207,96210,336220,183176,289003,336223
241629,96210,123909,336220,160132,183176
249416,96210,234267,124177,123909,336220
226870,96210,234267,124177,123909,336220
212458,96210,336254,234267,123909,336220
206231,96210,336254,234267,124177,123909
231141,96210,336254,234267,123909,336220
218689,96210,336254,123909,336220,124350
227124,96210,336254,123909,336220,160132
235943,96210,336254,123909,336220,183176
229497,96210,234267,124177,123909,336220
211337,96210,336254,234267,124177,123909
243944,96210,336254,234267,124350,160132
216216,96210,123290,234267,124177,123909
243978,96210,336254,123909,336220,160132
201253,96210,336254,123909,336220,160132
219220,96210,336254,123909,336220,183176
213034,96210,234267,124177,123909,336220
235621,96210,336254,123909,336220,183176
212524,96210,336254,123909,336220,183176
201184,96210,123909,336220,234698,124228
226067,96210,234267,124177,123909,336220
235215,96210,336254,123909,336220,183176
221884,96210,234267,124177,123909,336220
220980,96210,123909,336220,183176,234698
245860,96210,336254,123909,124350,183176
249357,96210,336254,123909,336220,183176
206963,336254,234267,124177,123909,336220
210299,336254,234267,123909,336220,183176
245964,96210,124177,123909,336220,160132
216903,96210,336254,123909,336220,183176
210552,96210,234267,123909,183176,234698
230134,96210,336254,124177,123909,336220
206218,96210,336254,234267,124177,123909
200135,96210,336254,234267,124177,123909
210602,96210,336254,123909,336220,183176
209554,96210,124177,123909,336220,124350
243639,96210,336254,123909,336220,183176
227826,96210,234267,124177,123909,336220
216847,96210,336254,336220,124350,183176
213031,96210,336254,234267,123909,336220
217403,96210,336254,234267,123909,336220
246710,96210,336254,123909,336220,183176
209547,96210,234267,124177,123909,336220
210127,96210,123909,183176,123289,234698
225361,96210,336254,234267,123909,336220
243973,96210,336254,123909,336220,207981
246692,96210,336254,123909,336220,183176
244209,336254,234267,124177,123909,336220
225751,96210,123909,124228,277491,289090
249432,96210,336254,123909,336220,183176
206066,96210,336254,234267,123909,336220
226345,96210,336254,234267,123909,336220
220884,96210,123290,234267,124177,123909
219170,96210,123290,234267,124177,123909
236078,96210,336254,123909,336220,183176
204241,96210,336254,123909,336220,183176
240623,96210,123909,183176,234698,336223
232780,96210,336254,234267,124177,123909
238461,96210,123909,336220,183176,234698
206367,96210,124177,123909,160132,234698
211909,96210,124177,123909,336220,160132
203227,96210,336254,123909,336220,207981
225790,96210,234267,123909,336220,183176
226359,96210,234267,124177,123909,336220
221236,96210,336254,234267,124177,123909
207596,96210,336254,234267,123909,336220
229260,96210,336254,234267,124177,123909
209144,96210,336254,234267,124177,123909
244668,96210,336254,234267,123909,336220
228114,96210,123909,336220,183176,234698
214966,96210,336254,123909,336220,183176
224520,96210,123909,336220,183176,123289
228665,96210,336254,234267,123909,336220
209808,96210,336254,123909,160132,183176
218746,96210,336254,234267,123909,336220
238038,96210,336254,123909,336220,160132
239006,96210,336254,123909,336220,183176
243599,336254,123909,183176,234698,124194
248653,96210,336254,123909,336220,124350
201744,96210,336254,124353,123909,336220
227806,96210,336254,234267,123909,336220
247443,96210,123909,336220,183176,123289
238105,96210,336254,234267,123909,336220
208300,96210,336254,234267,124177,123909
218511,96210,336254,234267,124177,123909
213919,96210,336254,124353,234267,123909
202432,96210,124177,123909,336220,183176
202991,96210,336254,234267,124177,123909
228878,96210,336254,234267,123909,336220
234773,96210,124177,123909,336220,160132
211018,96210,234267,123909,336220,183176
236120,96210,336254,234267,123909,336220
237275,96210,123909,183176,234698,289003
216556,123290,123909,336220,234698,124228
229054,96210,336254,123909,336220,183176
245070,123368,96210,336254,123290,234267
206617,96210,234267,124177,123909,336220
244907,96210,124177,123909,336220,160132
233935,96210,123909,336220,183176,123289
235048,96210,336254,234267,123909,336220
214261,123909,183176,123289,234698,161801
235486,96210,124177,123909,336220,160132
204870,96210,336254,123909,336220,183176
222263,96210,124177,123909,336220,124350
238581,96210,123909,336220,160132,183176
218587,96210,234267,123909,336220,183176
215889,96210,234267,124177,123909,336220
241869,96210,123909,336220,183176,123289
225035,96210,234267,123909,336220,183176
236531,96210,123909,336220,183176,234698
220216,96210,336254,234267,124177,123909
205880,96210,234267,123909,336220,183176
229264,96210,124177,123909,336220,160132
229928,96210,336254,234267,123909,336220
218011,96210,336254,234267,123909,336220
239551,96210,336254,123909,336220,183176
221132,96210,336254,123909,336220,183176
203438,96210,336254,234267,123909,336220
202027,96210,234267,123909,336220,183176
234883,96210,123290,124177,123909,336220
222039,96210,336254,123909,336220,183176
217286,96210,336254,336220,183176,234698
227068,96210,123909,336220,160132,183176
239272,96210,123909,336220,160132,183176
237993,96210,336254,123909,336220,160132
226807,96210,336254,234267,124177,123909
229504,96210,336254,123909,336220,160132
240805,96210,336254,123909,336220,183176
201080,96210,336254,234267,123909,336220
216531,96210,124177,123909,124350,160132
233845,336254,234267,124177,123909,336220
239257,96210,336254,234267,123909,336220
207423,96210,124177,123909,336220,124350
233818,96210,123909,336220,183176,123289
212179,96210,336254,123909,183176,234698
217355,123909,123289,234698,277491,336223
239318,96210,123909,183176,234698,156658
211908,123368,96210,123290,124177,123909
243171,96210,234267,123909,336220,183176
236856,123909,123289,234698,277491,289090
207571,96210,234267,124177,123909,336220
220465,96210,336254,234267,124177,123909
208130,96210,336254,123909,183176,289003
245385,96210,336254,123909,336220,183176
248232,96210,336254,123909,336220,183176
240548,96210,123909,336220,160132,183176
200751,96210,124177,123909,124350,123289
238373,96210,234267,336220,234698,289003
212826,96210,124177,123909,336220,160132
219295,96210,336254,234267,124177,123909
211403,123368,96210,123290,124177,123909
223221,96210,336254,234267,124177,123909
226805,96210,123909,183176,233688,336223
246072,123909,336220,124350,160132,123289
231978,96210,124177,123909,336220,160132
214242,96210,124177,123909,336220,160132
235391,96210,123909,336220,160132,183176
222764,96210,336254,123909,336220,183176
232737,96210,336254,234267,123909,336220
217108,96210,336254,123909,336220,183176
219934,96210,336254,234267,124177,123909
231021,336254,123909,336220,124194,289003
247159,96210,123909,336220,183176,234698
233814,96210,336254,234267,124177,123909
204756,96210,336254,234267,124177,123909
237772,96210,336254,123909,336220,183176
225689,96210,123290,234267,124177,123909
207777,96210,336254,234267,124177,123909
226357,96210,336254,234267,123909,336220
201968,96210,336254,183176,233688,289003
234394,123909,123289,234698,124228,336223
224663,124177,123909,160132,123289,234698
208751,96210,124177,123909,336220,160132
239076,96210,123909,336220,236673,183176
212284,96210,336254,234267,124177,123909
215633,96210,123290,234267,124177,123909
213090,96210,123909,336220,183176,123289
233174,96210,124177,123909,336220,183176
230458,234267,124177,123909,336220,183176
224868,96210,336254,234267,123909,336220
203506,96210,234267,124177,123909,336220
233321,96210,123290,124177,123909,336220
208547,96210,124177,123909,336220,124350
246896,289003,336223,336245,351427,336221
246140,96210,336254,234267,123909,336220
220656,96210,336254,234267,124177,123909
212209,96210,336254,234267,124177,123909
229707,96210,336254,234267,123909,336220
243539,96210,336254,234267,124177,123909
203499,96210,124177,123909,336220,160132
232112,96210,123909,183176,234698,161801
212833,96210,336254,123909,336220,183176
228280,96210,234267,124177,123909,336220
208629,96210,124177,123909,336220,160132
211577,96210,234267,124177,123909,336220
218113,96210,123909,336220,183176,234698
213776,96210,234267,124177,123909,336220
233842,96210,123909,336220,236673,183176
241383,123909,207981,183176,234698,289003
209479,96210,336254,234267,124177,123909
215991,96210,124350,183176,234698,233688
244147,96210,123909,183176,234698,124228
249959,96210,336254,123909,336220,183176
228136,336254,336220,124350,124194,277107
203295,96210,336254,234267,124177,123909
246080,96210,124177,123909,336220,160132
235058,96210,123909,336220,183176,234698
213200,123909,124228,336223,124749,140528
200261,234267,123909,336220,234698,233688
201160,96210,123909,183176,289003,336223
243606,96210,124177,123909,336220,124350
243959,96210,336254,234267,123909,336220
217455,96210,123909,183176,234698,336223
240719,96960,95726,96739,218195,213913
241311,123909,336220,234698,289090,336223
227359,96210,234267,123909,336220,236673
202787,96210,336254,234267,336220,183176
216082,96210,336254,234267,123909,336220
241543,96210,123909,336220,160132,183176
215249,96210,336254,234267,124177,123909
200888,123368,96210,123290,124177,123909
228894,96210,123826,234698,277491,336223
249649,96210,336254,123909,336220,183176
241706,96210,123909,336220,236673,183176
235858,336748,157660,289035,50863,282755
232940,96210,336254,123909,336220,183176
214695,96210,123290,124353,124177,123909
248247,96210,336254,123909,336220,183176
203481,96210,336254,234267,123909,336220
244573,96210,336254,124177,123909,336220
249747,96210,336254,234267,123909,336220
232406,96210,336254,123909,336220,183176
247553,96210,336254,123909,336220,160132
204873,96210,336254,234267,123909,336220
235903,123368,96210,123290,123909,336220
244921,96210,123909,336220,183176,234698
218135,96210,336254,234267,123909,336220
218235,96210,336254,123909,336220,183176
221721,96210,336254,124177,123909,336220
245720,96210,336254,123909,336220,183176
210465,96210,336254,234267,123909,336220
234857,96210,124177,123909,336220,160132
205454,96210,124177,123909,124350,183176
239917,336254,234267,124177,123909,336220
220268,336254,234267,124177,123909,336220
238086,96210,336220,183176,234698,277491
202814,96210,336254,234267,123909,336220
247387,123909,336220,183176,234698,289003
249130,96210,336254,123909,336220,183176
222232,96210,336220,183176,277491,123757
237146,96210,123909,336220,124350,236673
211002,96210,234267,124177,123909,336220
227555,96210,336254,123909,336220,124350
232436,96210,336254,123909,336220,160132
235424,96210,234267,124177,123909,336220
208912,96210,336254,234267,124177,123909
202366,96210,336254,234267,123909,336220
219451,96210,336254,124177,123909,336220
203528,96210,124177,123909,336220,183176
249223,96210,336254,123909,336220,124350
220055,96210,124177,123909,336220,124350
200214,123909,183176,233688,289003,209236
240814,96210,336254,123909,336220,183176
238364,96210,123909,183176,234698,289003
237663,96210,336254,123909,336220,236673
225808,96210,336254,123909,336220,160132
231272,96210,336254,123909,336220,183176
245533,96210,124177,123909,336220,160132
242773,96210,336254,234267,123909,336220
247047,96210,336254,234267,124177,123909
216657,96210,336254,234267,124177,123909
230514,96210,336254,234267,123909,336220
205894,96210,336254,234267,123909,336220
230227,96210,336254,123909,336220,183176
218435,96210,234267,124177,123909,336220
230069,96210,124177,123909,336220,160132
232958,96210,336254,234267,123909,336220
218345,96210,234267,124177,123909,160132
214675,96210,336254,234267,123909,336220
248219,124177,123909,124350,123289,234698
245849,96210,123909,336220,160132,183176
227570,96210,336254,234267,123909,336220
230570,96210,336254,123909,336220,236673
217768,96210,234267,123909,336220,183176
233855,96210,336220,183176,234698,123757
231942,96210,234267,123909,336220,183176
226811,96210,336254,234267,124177,123909
201352,336254,123909,234698,289003,283009
246464,96210,123909,160132,183176,234698
200220,96210,336254,123909,336220,183176
201907,96210,336254,123909,336220,183176
223471,96210,124177,123909,336220,183176
224535,96210,123290,124177,123909,336220
238386,237464,236065,235639,20591,159467
206823,96210,124177,123909,336220,183176
231618,96210,336254,124177,123909,336220
216596,96210,336254,234267,124177,123909
229831,96210,336254,123909,336220,183176
222677,96210,336254,234267,123909,336220
222912,96210,336254,234267,123909,336220
224305,96210,123909,336220,183176,234698
223580,96210,336254,123909,336220,183176
244763,285945,123909,336220,234698,289090
224043,96210,336254,123909,234698,124228
241009,96210,336254,123909,336220,124350
220713,96210,336254,123909,336220,183176
240026,96210,183176,284066,31606,58580
241626,96210,336254,234267,123909,336220
225280,96210,336254,234267,124177,123909
242465,96210,123909,336220,123289,124749
219468,96210,336254,234267,124177,123909
236862,96210,336254,123909,336220,183176
227859,96210,336254,234267,124177,123909
215946,96210,123909,336220,289003,123757
200991,96210,336254,123290,124177,123909
217723,96210,336254,234267,124177,123909
230837,96210,336254,123909,336220,183176
210596,336254,234267,124177,123909,336220
232271,96210,124177,123909,336220,124350
226981,96210,336254,234267,124177,123909
241318,96210,336254,123909,336220,183176
201288,96210,336254,123909,336220,183176
212282,96210,183176,234698,233688,336223
227280,96210,336254,123909,336220,183176
212928,96210,336254,234267,123909,336220
224471,234698,237464,20045,20281,159467
213932,96210,336254,234267,124177,123909
231963,96210,336254,123909,336220,183176
240301,96210,123909,336220,160132,183176
210345,96210,336254,234267,124177,123909
223066,96210,124177,123909,336220,183176
246452,96210,234267,124177,123909,336220
237716,96210,336254,234267,124177,123909
247593,96210,123909,336220,183176,123289
227486,96210,123909,336220,160132,183176
211798,96210,336254,234267,124177,123909
246645,96210,336254,123909,336220,183176
245422,96210,124177,123909,336220,183176
222627,96210,336254,123909,336220,183176
216029,96210,336254,234267,124177,123909
230836,96210,336254,234267,123909,336220
217106,96210,124177,123909,336220,160132
200989,96210,124177,123909,336220,160132
215739,336254,234267,124177,123909,336220
221135,96210,336254,123909,336220,236673
213646,96210,336254,234267,123909,336220
246948,96210,336254,234267,123909,336220
213056,96210,123909,183176,234698,336223
225967,124228,277491,283192,336245,276946
224358,96210,123290,234267,124177,123909
201116,96210,124177,123909,336220,160132
247186,96210,336254,123290,124177,123909
222171,96210,336254,234267,124177,123909
223874,96210,123290,234267,124177,123909
225679,96210,336254,234267,123909,336220
245990,96210,123909,124350,183176,123289
227833,96210,124177,123909,336220,160132
237098,96210,336254,123909,183176,161801
210723,96210,336254,234267,124177,123909
223076,96210,336254,234267,124177,123909
246176,96210,234267,124177,123909,336220
210334,96210,336254,123909,183176,234698
213166,96210,336254,234267,124177,123909
208326,96210,336254,234267,124177,123909
206918,96210,123909,336220,183176,234698
238388,96210,336254,124177,123909,336220
209557,96210,123290,124177,336220,124350
242292,96210,336254,123909,336220,183176
242274,96210,336254,123909,336220,160132
235053,183176,123289,156355,336245,58619
220187,96210,123909,336220,183176,234698
202949,96210,336254,234267,124177,123909
203844,96210,336254,234267,123909,336220
248970,96210,123909,336220,160132,183176
218372,96210,234267,123909,336220,183176
238894,96210,123909,124350,183176,123289
222373,96210,234267,123909,336220,183176
233153,96210,336254,123909,336220,183176
207504,96210,336254,123909,336220,207981
211790,96210,124177,123909,124350,183176
209466,96210,336254,234267,124177,123909
204875,96210,336254,234267,123909,336220
229925,96210,123909,336220,183176,289090
235127,96210,124177,123909,336220,124350
220654,96210,336254,234267,124177,123909
228710,96210,336254,123909,336220,183176
248393,96210,336254,234267,123909,336220
201276,96210,123909,336220,277491,289003
231257,96210,336254,234267,123909,336220
213217,96210,123290,234267,124177,123909
208374,203153,183176,234698,233688,336223
220070,96210,124177,123909,336220,124350
222219,96210,123909,183176,123289,234698
216422,96210,336254,234267,124177,123909
229819,96210,124177,123909,336220,124350
235214,96210,336254,234267,123909,336220
234427,96210,183176,123289,233688,124749
226689,96210,336254,123909,336220,183176
227801,96210,234267,124177,123909,336220
224688,123909,209236,124749,64329,207603
240718,96210,336254,234267,123909,336220
217836,96210,336254,234267,124177,123909
231993,96210,336254,124177,123909,336220
244832,96210,336254,234267,123909,336220
249861,96210,123909,336220,160132,183176
239019,96210,336254,123909,336220,183176
216406,336254,123909,183176,123289,277107
239726,96210,123909,336220,124350,183176
207603,96210,234267,336220,183176,234698
238839,123909,183176,123289,234698,161801
217720,234267,123909,183176,234698,336223
231068,96210,336254,234267,123909,336220
241013,96210,123909,336220,183176,234698
247624,96210,336254,123909,336220,124350
232313,96210,124177,123909,336220,160132
233685,96210,336254,234267,123909,336220
209817,96210,336254,123290,234267,124177
222013,96210,123290,234267,124177,123909
234026,183176,124194,289003,207603,276970
207111,96210,336254,234267,124177,123909
235113,96210,336254,234267,123909,336220
236587,96210,234267,336220,183176,233688
208897,96210,124177,123909,336220,124350
232307,96210,123909,336220,183176,234698
230088,96210,336254,123909,336220,183176
213565,156658,157441,289197,337087,237090
238623,96210,336254,234267,124177,123909
243460,96210,234267,123909,336220,236673
219766,96210,336254,124177,123909,336220
243863,96210,336254,123909,336220,183176
230341,285844,236319,287978,69560,352809
237590,96210,234267,124177,123909,336220
213670,96210,336254,234267,124177,123909
227200,96210,124177,123909,336220,160132
227250,96210,336254,234267,123909,336220
